milliseconds,x,y,pressure,azimuth,altitude,time,Speed_x,Speed_Ax,Speed_y,Speed_Ay,Speed_abs,Speed_A_abs,Strokes_Number,PerStrokes_Time
0,697,640,0,0,9,21:03:11:14:33:07:118,0.0,0.37037037037037035,0.0,0.19753086419753085,0.0,0.41975308641975306,1,0
9,712,632,0,0,9,21:03:11:14:33:07:127,5.102693751431295,0.20437182603295653,2.5512159246487616,0.033344643759238096,5.704926486386781,0.207074161940778,1,9
16,733,623,0,0,9,21:03:11:14:33:07:134,4.465025391736348,-0.37431788798661497,1.823719040402286,-0.17181314129904748,4.823111328507373,0.4118660422877886,1,16
26,754,618,0,0,9,21:03:11:14:33:07:144,7.641538656460379,0.5896205409314215,1.5116276256906653,0.08939485835672328,7.789616878700101,0.5963588038998676,1,26
31,774,615,0,0,9,21:03:11:14:33:07:149,6.142871334750687,-0.5090874696152987,0.9282576027268615,-0.07274286754224474,6.212610595580727,0.5142582780058832,1,31
39,794,613,0,0,9,21:03:11:14:33:07:157,4.7506072089598215,0.1610214381675823,0.18445626471525595,-0.08195746696065666,4.7541868881454095,0.18067907997375807,1,39
47,812,614,0,0,9,21:03:11:14:33:07:165,3.2410634657736646,-0.32249828305503053,-0.006991752496976145,0.11932273538487136,3.2410710072097735,0.3438648829891919,1,47
58,826,617,0,0,9,21:03:11:14:33:07:176,5.882522716164429,0.46392062610128526,-2.39229153962284,-0.4331788950275904,6.350364738874575,0.6347174981198586,1,58
62,837,625,0,0,9,21:03:11:14:33:07:180,3.932113315468571,-0.37662532644921454,-2.849059130699139,0.3297950994894408,4.855785524084169,0.5006110707627505,1,62
70,850,634,0,0,9,21:03:11:14:33:07:188,2.8922746748597166,0.054165666297000925,-2.121062136559485,-0.1165458509545272,3.5866638233853427,0.12851791618335917,1,70
78,861,644,0,0,9,21:03:11:14:33:07:196,2.5960102073147855,-0.02753733873878919,-2.4028034341740323,0.042638304328668046,3.537334213749258,0.050757561218393185,1,78
87,873,657,0,0,9,21:03:11:14:33:07:205,3.0906277684251386,0.02810490963809163,-3.7989639138293536,-0.18711135624501804,4.897357126199619,0.18921032102296997,1,87
94,883,674,0,0,9,21:03:11:14:33:07:212,2.6846629937021165,-0.011441784048751057,-4.872182425483729,-0.04299189198276266,5.562874884171504,0.0444883939750109,1,94
102,894,696,0,0,9,21:03:11:14:33:07:220,2.6764411487907713,-0.021863677179085165,-5.3336675811014915,0.08387060307832209,5.967524368499345,0.08667351637329998,1,102
110,904,715,0,0,9,21:03:11:14:33:07:228,2.4845724111347978,0.005146492765091708,-4.668147250110306,-0.011240520330525703,5.288165921648506,0.012362673055698874,1,110
118,916,738,0,0,9,21:03:11:14:33:07:236,4.010269206670038,0.18877770611871833,-7.82707675179062,-0.4139085217562193,8.79462276555323,0.4549255837055813,1,118
124,928,765,0,0,9,21:03:11:14:33:07:242,2.913128468303769,-0.38782461890747444,-7.645787597816771,0.3215604619697245,8.18195486810888,0.5037946662410296,1,124
132,932,792,0,0,9,21:03:11:14:33:07:250,0.7250415390223593,0.090802886587122,-6.244666652245358,0.02871977442312868,6.286616485119254,0.09523649329678796,1,132
140,935,812,0,0,9,21:03:11:14:33:07:258,0.6117053756067933,-0.06913692744101352,-3.8755457932017996,0.21981044033776076,3.9235237557265297,0.23042687433861583,1,140
150,935,826,0,0,9,21:03:11:14:33:07:268,-0.2777261140085189,-0.048749370482048936,-3.881293948618538,-0.1542934047544417,3.8912176127768996,0.16181148251318273,1,150
156,933,836,0,0,9,21:03:11:14:33:07:274,-0.5482996605368153,0.04189152163928347,-2.6911985551662663,0.18988075812742103,2.7464854234227762,0.19444691278675197,1,156
164,931,843,0,0,9,21:03:11:14:33:07:282,-0.5709667654835032,-0.04755829787595546,-1.3771259221771512,0.04488740011985775,1.490798059033806,0.06539625666946323,1,164
172,928,846,0,0,9,21:03:11:14:33:07:290,-0.5928332775291716,0.05459166986453836,-0.6002977561251284,0.005569641393147993,0.8436875552921494,0.05487505192568854,1,172
182,926,849,0,0,9,21:03:11:14:33:07:300,-0.620625127597682,-0.05348337321157376,-0.8272526947154832,-0.010960629111218966,1.034177242990614,0.05459493200474002,1,182
188,924,851,0,0,9,21:03:11:14:33:07:306,-0.5149662918365814,0.06092520735416281,-0.5626127232353766,0.015840619604587835,0.7627079113751513,0.06295082303357906,1,188
196,923,853,0,0,9,21:03:11:14:33:07:314,-0.2137682457434884,-0.016875695830889558,-0.4381370319475981,0.015278303217356796,0.48750479141450404,0.02276435061622005,1,196
204,922,854,0,0,9,21:03:11:14:33:07:322,-0.22996072518946498,0.006577575969395412,-0.15983914897423102,0.01679616752598498,0.28005443876944897,0.018038174774464306,1,204
214,921,854,0,0,9,21:03:11:14:33:07:332,-0.09518865169026933,0.004821283174888155,0.0356974603185371,0.0023111543325686373,0.10166212708676198,0.005346606942857347,1,214
259,920,854,0,0,9,21:03:11:14:33:07:377,-0.07921267916555595,-0.0028766720503329932,-0.12339589311986848,-0.009381970040942222,0.14663285777558627,0.009813083304155958,1,259
279,917,850,0,0,9,21:03:11:14:33:07:397,-0.7378079211655582,-0.030482852149667228,1.4406114866491593,0.11578270801784502,1.618555523916354,0.1197281911294246,1,279
287,914,840,0,0,9,21:03:11:14:33:07:405,-0.6524527490702148,0.051821645173503086,2.655646194630301,4.7596897744039686E-4,2.734620869667984,0.051823830955998816,1,287
295,911,822,0,0,9,21:03:11:14:33:07:413,-1.2773810825535827,-0.17680372854434512,6.9368037348296365,0.6323134160723934,7.053435225874847,0.6565666870717111,1,295
301,905,793,0,0,9,21:03:11:14:33:07:419,-1.5814933159264657,0.13098853964227306,7.9516745043457675,-0.3680972336410904,8.107419350902148,0.39070906174779063,1,301
310,899,757,0,0,9,21:03:11:14:33:07:428,-1.6169379870134877,-0.09653709088912446,9.340390129994958,0.24989294586648383,9.479313067641266,0.2678915719300712,1,310
317,892,722,0,0,9,21:03:11:14:33:07:435,-2.0175299221468035,-0.012815706904067768,10.105308715191676,0.18804297643461879,10.304741200830156,0.18847918540210631,1,317
325,884,671,0,0,9,21:03:11:14:33:07:443,-1.6636773280901223,0.13252885541823803,13.287210663878176,0.1074325107370063,13.390959244142259,0.17060375693906982,1,325
333,882,621,0,0,9,21:03:11:14:33:07:451,-0.15276076549270762,0.045200285231115654,9.495848629295624,-0.711523019382644,9.497077289459611,0.712957272840644,1,333
343,882,580,0,0,9,21:03:11:14:33:07:461,-0.32047989517016306,-0.11874411116660674,15.065917838321969,1.185536861187913,15.069326052424387,1.1914687629862715,1,343
348,880,542,0,0,9,21:03:11:14:33:07:466,-0.5478942174574428,0.14206409653740915,11.532893598957708,-1.4901751283621885,11.545900694116634,1.4969315684807556,1,348
355,880,521,0,0,9,21:03:11:14:33:07:473,0.027135525605382183,-0.059402537294969374,4.340301941828434,0.31950268210756594,4.3403867665208775,0.32497788434139413,1,355
364,880,496,0,0,9,21:03:11:14:33:07:482,0.21304036661659775,0.10071472418635062,6.006634046859085,-0.1251325846933472,6.010410865381408,0.16062882499716666,1,364
372,884,476,0,0,9,21:03:11:14:33:07:490,1.1710603700214022,0.01379027666485046,4.737262245055219,-0.03596036575761938,4.879860240689305,0.03851388887031383,1,372
380,889,461,0,0,9,21:03:11:14:33:07:498,1.102718153297794,-0.062125830845752475,3.16931697292004,-0.19977595227617528,3.355675401532684,0.20921292972980354,1,380
388,892,452,0,0,9,21:03:11:14:33:07:506,0.9180670167874218,0.04721304671815942,3.085469863264621,0.27256417486232054,3.219156927586345,0.27662303085388384,1,388
394,895,440,0,0,9,21:03:11:14:33:07:512,0.9507982548421067,-0.012493110223740634,3.7256534631695106,-0.1305982129892622,3.845063204817024,0.13119440170621316,1,394
