milliseconds,x,y,pressure,azimuth,altitude,time,Speed_x,Speed_Ax,Speed_y,Speed_Ay,Speed_abs,Speed_A_abs,Strokes_Number,PerStrokes_Time
0,714,595,0,0,9,21:03:11:19:57:06:874,0.0,0.0625,0.0,0.0625,0.0,0.08838834764831845,1,0
8,716,593,0,0,9,21:03:11:19:57:06:882,0.6388875399423635,0.02083265886007064,0.7025861873140805,0.0526819825459292,0.9496339501608719,0.056651486830882634,1,8
17,720,588,0,0,9,21:03:11:19:57:06:891,0.806255733022733,-0.023145899903939175,0.9688698150262687,-0.05523623811606025,1.2604590534805407,0.05988968762297295,1,17
27,727,584,0,0,9,21:03:11:19:57:06:901,2.80321803347423,0.2225383599942386,1.338441560527764,0.06915058721635935,3.1063575380408364,0.23303460125331743,1,27
32,735,581,0,0,9,21:03:11:19:57:06:906,2.3261069219548327,-0.20893836015755274,0.8835737442369068,-0.0644310470660356,2.488267665238411,0.2186472002367122,1,32
41,744,578,0,0,9,21:03:11:19:57:06:915,2.190786554577099,0.12639803160447605,0.5644588899900133,-0.0157426242480889,2.26233498098857,0.12737461525634786,1,41
49,756,577,0,0,9,21:03:11:19:57:06:923,3.062834764427898,0.07286402085822372,0.15905271701232912,-0.016858918996332135,3.06696178016243,0.07478896098591388,1,49
59,774,577,0,0,9,21:03:11:19:57:06:933,3.310010366853086,-0.18342890037318618,-0.033810839042997545,-0.0017137922147332,3.310183046526535,0.18343690625354417,1,59
68,794,577,0,0,9,21:03:11:19:57:06:942,9.872075984639833,0.9749990376591301,0.07533374305229446,0.025968143791464764,9.872363416089625,0.9753447943820708,1,68
72,816,577,0,0,9,21:03:11:19:57:06:946,7.250294399846517,-1.0081120522780107,-0.20260377368751836,-0.16493690216137125,7.253124648974274,1.02151558560933,1,72
81,840,585,0,0,9,21:03:11:19:57:06:955,6.353375753018331,0.5901019120657505,-2.662100202422602,-0.12764960581150442,6.888552892065191,0.6037505184159159,1,81
88,874,601,0,0,9,21:03:11:19:57:06:962,11.5136060874475,0.47608634675074674,-5.657597403385958,-0.4016761250759853,12.82854370206173,0.6228980004932837,1,88
95,914,620,0,0,9,21:03:11:19:57:06:969,5.020771325763106,-1.7597534215177166,-1.3503673268907064,1.3670071673399353,5.1991957669565565,2.2283268835837493,1,95
109,954,648,0,0,9,21:03:11:19:57:06:983,36.56244558481209,3.8167272952594082,-29.58260123188385,-3.5940609905022205,47.03129514256439,5.242583490019782,1,109
111,989,681,0,0,9,21:03:11:19:57:06:985,19.933381535116414,-4.820791344955084,-18.865736545730083,4.4359256766559865,27.445504455874293,6.55114232790051,1,111
119,1022,716,0,0,9,21:03:11:19:57:06:993,4.666402309587507,1.0665465385728572,-5.762229615163779,-1.0975489440144106,7.4147556030387225,1.5304036080226977,1,119
127,1044,745,0,0,9,21:03:11:19:57:07:01,5.101009226533556,-0.476644809336345,-6.610344993614797,0.516770099401656,8.349668021172379,0.7030231930049521,1,127
137,1062,777,0,0,9,21:03:11:19:57:07:11,4.981205593614613,0.2926840827525564,-10.096493843112018,-0.7273332026344329,11.258401178224926,0.7840137498482832,1,137
143,1076,811,0,0,9,21:03:11:19:57:07:17,3.909536564513105,-0.2332404257863925,-9.541679372539335,0.551160248380883,10.311552812142677,0.5984803385377787,1,143
151,1087,841,0,0,9,21:03:11:19:57:07:25,2.1138885741193603,-0.12192157181204366,-6.621282248444864,0.05393903264273461,6.95053260674054,0.13332024945803736,1,151
159,1090,861,0,0,9,21:03:11:19:57:07:33,0.4349091390094543,-0.0290732869654328,-3.973191633681211,0.17058362104817862,3.9969235315612828,0.17304342745358176,1,159
169,1090,878,0,0,9,21:03:11:19:57:07:43,-0.12445184319174468,-0.022798909474807002,-4.839868171211805,-0.1772522618876308,4.841467977378651,0.17871249149827692,1,169
175,1088,891,0,0,9,21:03:11:19:57:07:49,-1.0160329185254229,-0.16328367119197465,-4.121840205246831,0.19437269498706658,4.245219613767529,0.25385488341661683,1,175
181,1082,900,0,0,9,21:03:11:19:57:07:55,-1.744749816039897,0.009266927576038836,-2.0727710078008714,0.06642814860603106,2.70934153833567,0.06707141622125251,1,181
191,1072,909,0,0,9,21:03:11:19:57:07:65,-1.8679461169115115,0.06831603447186052,-1.6865987274284129,0.03080630746846063,2.516711736184328,0.07494070419873147,1,191
200,1063,915,0,0,9,21:03:11:19:57:07:74,-4.043752143522571,-0.2987420650767875,-2.265430928751247,-0.04832457442909045,4.6350953270872575,0.30262532270135006,1,200
204,1055,918,0,0,9,21:03:11:19:57:07:78,-2.815011582801281,0.28811234543743247,-0.997488993639325,0.1197955419850515,2.9865154450859563,0.31202515198770536,1,204
