milliseconds,x,y,pressure,azimuth,altitude,time,Speed_x,Speed_Ax,Speed_y,Speed_Ay,Speed_abs,Speed_A_abs,Strokes_Number,PerStrokes_Time
0,349,630,0,105,37,21:03:11:20:00:33:381,0.0,-0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,1,0
3,348,630,314,105,51,21:03:11:20:00:33:384,-0.5074096780727709,0.06419450331037953,-0.037400920029617646,-0.04986789337282352,0.5087862126875834,0.08128801292139957,1,3
21,349,630,297,104,53,21:03:11:20:00:33:402,0.9926243819076815,0.04074755273683123,0.5236128804146469,0.11220276008885291,1.1222627197290882,0.1193726200834912,1,21
23,350,629,310,104,53,21:03:11:20:00:33:404,0.7240036834478056,-0.05936825119670709,0.5905714790818531,-0.29524416142164667,0.9343211469034178,0.30115395415588797,1,23
27,352,629,323,103,54,21:03:11:20:00:33:408,1.1707291354978029,0.15773097722170565,-0.09065463532041303,0.07963110422051356,1.174233780645281,0.17669231430566673,1,27
31,355,629,340,103,54,21:03:11:20:00:33:412,0.9680797745609833,-0.19655565769011543,0.022047062199798947,-0.023280255460407573,0.9683307920673008,0.19792952499386157,1,31
39,358,629,344,101,54,21:03:11:20:00:33:420,1.475063081638495,0.22955148445949344,0.04902689744203238,0.03002521427096593,1.4758776139929912,0.23150679797702373,1,39
43,362,629,368,101,54,21:03:11:20:00:33:424,2.090770867804023,-0.0466975913767296,-0.1581042234259966,-0.13359077470498043,2.0967402717368513,0.14151734920731399,1,43
47,366,630,392,102,55,21:03:11:20:00:33:428,1.483282018573985,-0.04276111895257504,-0.3094671465951887,0.12933788454895576,1.5152212582480102,0.13622335215988218,1,47
54,371,630,414,102,55,21:03:11:20:00:33:435,1.302147498233662,-0.08382153311744926,-0.11946258844525343,-0.11586719446530076,1.3076159287781046,0.14300788847969007,1,54
60,376,632,429,102,55,21:03:11:20:00:33:441,3.4805029362183575,0.5321622346679034,-1.0801399063802575,0.017863644042521633,3.644256152684627,0.5324619740274554,1,60
63,382,633,456,102,55,21:03:11:20:00:33:444,2.7740841088947628,-0.691997008439189,-0.3998489866366008,0.12455252467547169,2.802752549786864,0.7031167691726752,1,63
68,387,634,475,102,55,21:03:11:20:00:33:449,3.248490969975114,0.6950930862046628,-0.845016671748811,-0.2492862653870224,3.356597497100791,0.7384429839873433,1,68
71,393,636,499,102,55,21:03:11:20:00:33:452,2.4603784307427787,-0.5538347790262198,-0.8249261473107332,0.18860587427166678,2.5949884722251135,0.5850684902375118,1,71
80,399,638,509,102,55,21:03:11:20:00:33:461,2.404832977465765,0.3563061597794761,-0.8099852507121448,-0.12355727996580762,2.5375771428427694,0.377121307975758,1,80
84,405,640,543,102,55,21:03:11:20:00:33:465,3.977721725509517,0.1801382142423998,-1.2995816053107616,-0.037907564000167496,4.184636480562261,0.18408356699843562,1,84
87,411,642,565,102,56,21:03:11:20:00:33:468,2.974349227617366,-0.31571987950383396,-1.0773087767115586,0.008311671955191885,3.1634391930631094,0.3158292674921154,1,87
92,417,645,586,102,56,21:03:11:20:00:33:473,1.6977441006677096,-0.057779314133171396,-0.8947330550362912,0.07614718814348645,1.9190837061281576,0.09558683698009482,1,92
99,423,648,597,102,56,21:03:11:20:00:33:480,2.592453683844966,0.12973715422463233,-1.369906191286763,-0.12007420666402945,2.9321424037394808,0.1767754063559241,1,99
103,428,651,628,102,56,21:03:11:20:00:33:484,2.5556183238608035,-0.023154834216713497,-1.520039204098415,0.04500770025820342,2.9735003277701595,0.05061461676369555,1,103
107,433,654,646,102,56,21:03:11:20:00:33:488,2.43507302071182,-0.03711781735777836,-1.5499369923195767,-0.05995659436878424,2.886500527690796,0.07051613697380425,1,107
