milliseconds,x,y,pressure,azimuth,altitude,time,Speed_x,Speed_Ax,Speed_y,Speed_Ay,Speed_abs,Speed_A_abs,Strokes_Number,PerStrokes_Time
0,553,691,0,0,9,21:03:11:19:58:39:608,0.0,0.06,0.0,0.06,0.0,0.08485281374238571,1,0
10,556,688,0,0,9,21:03:11:19:58:39:618,0.7875009486678234,-0.036428191961442105,0.7471141380870165,-0.05258291619376482,1.0855124501737543,0.06396855669014402,1,10
17,558,686,0,0,9,21:03:11:19:58:39:625,0.516782488815115,0.01010046873821932,0.654097644789858,0.07702718341498484,0.8336113420926947,0.07768659120837688,1,17
25,561,682,0,0,9,21:03:11:19:58:39:633,0.9796045759883212,0.06096219591222512,0.955124548188916,-0.08212760042236318,1.3681695903104774,0.10228065350581148,1,25
32,566,680,0,0,9,21:03:11:19:58:39:640,1.4524231623305697,0.018006379777396848,0.6271975051004389,0.08027089423381872,1.5820587071529764,0.08226570472429418,1,32
40,572,676,0,0,9,21:03:11:19:58:39:648,1.18979482289594,-0.09408013130272089,0.8689658573082917,-0.06843991729296664,1.4733341039144907,0.11634042025455003,1,40
49,575,674,0,0,9,21:03:11:19:58:39:657,0.7521042784036971,0.06163038067481503,0.3756034687573219,0.0020137074915165427,0.8406775905992013,0.06166326978018603,1,49
57,579,673,0,0,9,21:03:11:19:58:39:665,0.9992699204933457,-0.031088970152402876,0.24073823251929002,-0.004480016551024511,1.0278595578187173,0.03141010368391754,1,57
65,582,672,0,0,9,21:03:11:19:58:39:673,0.6793874681943486,-0.031024500065203537,0.30430074402266083,0.0159063587125815,0.7444234512374472,0.034864478366800955,1,65
72,584,671,0,0,9,21:03:11:19:58:39:680,0.7974298614585628,0.09196178249443478,0.21667863741302398,-0.04774396740377026,0.8263437637309229,0.1036168705520776,1,72
78,587,671,0,0,9,21:03:11:19:58:39:686,0.5266908270354678,-0.14802009311409894,0.04320796071859612,0.04547596406118318,0.5284601736675761,0.15484834927373475,1,78
91,590,672,0,0,9,21:03:11:19:58:39:699,1.8125951050168618,0.26596986369111814,-0.8627789186041134,-0.14639702241852312,2.0074582130442398,0.3035985121256057,1,91
95,595,675,0,0,9,21:03:11:19:58:39:703,1.5928700625840406,-0.25083238490752885,-1.031648117954727,0.08696242274321635,1.8977705012872383,0.2654794686746389,1,95
105,602,683,0,0,9,21:03:11:19:58:39:713,2.3350884660362303,0.26594273226463344,-2.7048492111399614,-0.21493597471359657,3.5733524034469237,0.3419400679511869,1,105
111,612,694,0,0,9,21:03:11:19:58:39:719,3.293899633038402,-0.033640597232163526,-3.6835888916745256,-0.03194550609951218,4.94151817920348,0.04639186504216681,1,111
118,624,709,0,0,9,21:03:11:19:58:39:726,2.8632761575691017,-0.06218379711960923,-3.7591081833978945,0.037579449960862696,4.725383020347948,0.07265700023792411,1,118
